11,Magi: Sinbad no Bouken (TV),"In the small, impoverished Tison Village of the Parthevia Empire, a boy, Sinbad, is born to the jaded ex-soldier Badr and his kind-hearted wife Esra. His birth creates a radiant surge throughout the rukh, a declaration of a singularity to those who stand at the pinnacle of magical might: the ""Child of Destiny"" is here. Despite his country being plagued by economic instability and the repercussions of war, Sinbad leads a cheerful life—until a stranger''s arrival shatters his peaceful world, and tragedy soon befalls him.

Years later, mysterious edifices called ""dungeons"" have been erected all over the world. Rumored to contain great power and treasures, these dungeons piqued the interest of adventurers and armies alike; though to this day, none have returned therefrom. Sinbad, now 14, has grown into a charming and talented young boy. Inspired by the shocking events of his childhood and by his father''s words, he yearns to begin exploring the world beyond his village. As though orchestrated by fate, Sinbad meets an enigmatic traveler named Yunan. Stirred by Sinbad''s story and ambitions, Yunan directs him to a dungeon which he claims holds the power Sinbad needs to achieve his goals—the ""power of a king.""

Magi: Sinbad no Bouken tells the epic saga of Sinbad''s early life as he travels the world, honing his skill and influence, while gathering allies and power to become the High King of the Seven Seas.

[Written by MAL Rewrite]",7.84,Lay-duce,NULL,"Action, Adventure, Fantasy",13,24
12,Tengoku Daimakyou,"Fifteen years ago, disaster struck human civilization, and now dangerous man-eating monsters roam the ravaged lands, posing an existential threat to the remaining survivors. Amid this turmoil, an isolated facility shelters children and nurtures them in peace. However, as a few among them find out about the world beyond the narrow periphery of their nursery''s walls, their curiosity about it slowly grows.

Meanwhile, in the outside world, young survivors Maru and Kiruko band together to search for a special place called Heaven, each for their own reasons. Carrying past burdens and tragic secrets, the two hope to find answers to the cruelty they have experienced in their lives and in the world, which still remains in tatters.

[Written by MAL Rewrite]",8.22,Production I.G,NULL,"Adventure, Mystery, Sci-Fi",13,23
2560,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas Pilot Film,"Original pilot for the ""Legend of Lemnear"" OVA.",5.35,AIC,NULL,"Action, Adventure",1,2
138,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,"Continuing his adventure to get stronger in order to traverse deeper into the ""Dungeon,"" Bell Cranel wanders the Orario city streets with his friends and the goddess Hestia. That evening, the city is filled with stalls and games as it celebrates the Holy Moon Festival.

Hermes, a god, hosts one such activity where participants are asked to pull a spear embedded in a crystal boulder; those who succeed will receive a special gift: a trip around the world and a divine blessing from the gods! Bell and his merry group challenge one another to claim the prize. But behind the facade of an innocent party game lies a preface for a daring quest ahead.

[Written by MAL Rewrite]",7.45,J.C.Staff,NULL,"Action, Adventure, Fantasy",1,82
13,Boruto: Naruto the Movie,"The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto''s fire. Upon learning that his father will watch the aspiring ninjas who will participate in the upcoming Chunin exams, Boruto is driven to prove to him that he is worthy of his attention. In order to do so, he enlists the help of Naruto''s childhood friend and rival, Sasuke Uchiha. 

The Chunin exams begin and progress smoothly, until suddenly, the Konohagakure is attacked by a new foe that threatens the long-standing peace of the village. Now facing real danger, Naruto and his comrades must work together to protect the future of their cherished home and defeat the evil that terrorizes their world. As this battle ensues, Boruto comes to realize the struggles his father once experienced—and what it truly means to be a ninja.

[Written by MAL Rewrite]",7.39,Pierrot,NULL,"Action, Adventure, Fantasy",1,95
14,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,"After bonding over a tragic loss, the long-suffering Nanachi joins Riko and Reg on their journey into the depths of the Abyss. Awaiting the children is the Sea of Corpses—the Abyss''s fifth layer, and the deepest level from which a traveler can return without losing their human form.

The masked sadist Bondrewd stands between the children and the rest of their adventure. Bondrewd''s horrific laboratory serves as a final checkpoint for those wishing to traverse deeper into the Abyss, and the sociopathic scientist has no desire to allow Riko''s party to pass through at no cost. Deeply scarred by Bondrewd''s impact on their childhood, Nanachi is engulfed in turmoil over his resurgence in their life.

Bondrewd''s only apparent weakness is Prushka, a brash child who claims to be his daughter. Riko, Reg, and Nanachi befriend Prushka and work with the girl to overcome her father''s machinations and breach the Abyss''s sixth layer.

[Written by MAL Rewrite]",8.61,Kinema Citrus,NULL,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",1,105
15,Dr. Stone: New World,"With the ambitious Ryuusui Nanami on board, Senkuu Ishigami and his team are almost ready to sail the seas and reach the other side of the world—where the bizarre green light that petrified humanity originated. Thanks to the revival of a skillful chef, enough food is being prepared for the entire crew, and the incredible reinvention of the GPS promises to ensure safety on the open sea.

Preparations for the upcoming journey progress swimmingly until Senkuu receives an eerie message from a mysterious source. More driven than ever, the scientist sets out to explore the new world and discover what it can offer for his scientific cause. Though the uncharted territories may hide unkind surprises, Senkuu, with a little help from science, is ready to take on any challenge.

[Written by MAL Rewrite]",8.15,TMS Entertainment,NULL,"Adventure, Comedy, Sci-Fi",11,24
16,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,"After having descended upon this world, the gods have created guilds where adventurers can test their mettle. These guilds, known as ""familia,"" grant adventurers the chance to explore, gather, hunt, or simply enjoy themselves.
 
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria begins in Orario, the lively city of adventures. The Sword Princess, Ais Wallenstein, and the novice mage, Lefiya Viridis, are members of the Loki Familia, who are experts at monster hunting. With the rest of their group, they journey to the tower of Babel in hopes of exploring the dungeon underneath. Home to powerful monsters, the dungeon will fulfill Ais''s desire to master her sword skills, while bringing Lefiya closer to her dream of succeeding Riveria Ljos Alf, vice-captain of the Loki Familia, as the most powerful mage in the land.
 
[Written by MAL Rewrite]",7.07,J.C.Staff,NULL,"Action, Adventure, Fantasy",12,25
17,Zero no Tsukaima: Princesses no Rondo,"Following his brave sacrifice in the war against Albion, Saito Hiraga is knighted and treated as an aristocrat, something that proves difficult for Louise Françoise Le Blanc de La Vallière. With their relationship no longer defined as the mighty Void mage and clueless familiar, she wonders what exactly this means for them.

While venturing to a castle, Louise is ambushed by a powerful mage named Sheffield. Battling alone, the young mage nearly faces defeat until Saito makes his appearance. The mystical and unknown nature of Void magic seems to be at work in the battle, and Louise begins to believe in the possibility of another Void user. Moreover, she realizes that Saito''s magical rune is fading, and so a new adventure begins as they search for the elf who revived Saito in the past. The relationship between former master and servant faces a new challenge as they work to restore the runes and redefine the bond which holds them together.

[Written by MAL Rewrite]",7.32,J.C.Staff,"Harem, Isekai, School","Action, Adventure, Comedy, Fantasy, Romance, Ecchi",12,24
18,Made in Abyss: Retsujitsu no Ougonkyou,"After surviving the brutal challenges of Idofront, Riko now possesses a White Whistle, allowing her to descend into the Abyss''s sixth layer—The Capital of the Unreturned. Alongside Reg and Nanachi, Riko begins to explore the uncharted domain, where the ruins of the promised Golden City are located.

As the trio starts to adapt to the harsh environment, they soon encounter dangerous creatures and treacherous landscapes. Their expedition leads them to a village inhabited by strange beings known as ""hollows."" Despite the creeping sense of unease that welcomes them, the three venture onward to uncover the mysteries of the settlement and long-lost legacies of the forgotten adventurers who once descended into the horrors of the unexplored Abyss.

[Written by MAL Rewrite]",8.64,Kinema Citrus,NULL,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",12,25
19,Cardcaptor Sakura,"Ten-year-old Sakura Kinomoto is an ordinary fourth-grade student living in Tomoeda until, one day, she stumbles upon a mysterious book of cards titled ""The Clow."" Pondering over her discovery, she unintentionally causes a magical gust of wind to scatter the cards all over town.

The accident awakens the Beast of the Seal—Keroberos, nicknamed ""Kero""—who tells Sakura that she has released the mystical ""Clow Cards"" created by the sorcerer Clow Reed. Due to each Card''s ability to act independently and their incredible power, Clow had sealed them away. Now that they have been set free, the Cards pose great danger to the world, and it is up to Sakura to put an end to them.

Appointing Sakura as the ""Cardcaptor"" and granting her the Sealed Key, Kero tasks her with finding and recapturing all the Clow Cards. Alongside her best friend Tomoyo Daidouji, and with Kero''s guidance, Sakura must learn to balance her new secret duty with the everyday troubles as she takes flight on her magical adventures as Cardcaptor Sakura.

[Written by MAL Rewrite]
",8.17,Madhouse,"Mahou Shoujo, School","Adventure, Comedy, Drama, Fantasy, Romance",70,25
5581,Bie Re Liumang Tu Ma Xiu 3,(No synopsis yet.),,NULL,NULL,Comedy,70,3
658,Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,"A special episode bundled with the Nintendo DS game based on the series. Envious of seeing how Simon keeps his Lagann clean and neat, Kamina asks the mysterious Chitori to clean up his Gurren for him, unaware of her true intentions.

(Source: Wikipedia) ",6.76,Gainax,NULL,"Action, Adventure, Comedy, Sci-Fi",1,12
21,Koukyoushihen Eureka Seven,"In the backwater town of Bellforest lives a 14-year-old boy named Renton Thurston. He desires to leave his home behind and join the mercenary group known as Gekkostate, hoping to find some adventure to brighten up his mundane life. However, stuck between his grandfather''s insistence to become a mechanic like him and the pressure of his deceased father''s legacy, the only excitement Renton finds is in his pastime of riding the Trapar wave particles that are dispersed throughout the air, an activity akin to surfing.

Everything changes when an unknown object crashes through Renton''s garage, discovered to be a Light Finding Operation—a robot capable of riding the Trapar waves—specifically known as the Nirvash typeZERO. Its pilot is a young girl named Eureka, a member of the Gekkostate, who requests a tune-up for the Nirvash. Their meeting sparks the beginning of Renton''s involvement with the Gekkostate as he takes off alongside Eureka as the co-pilot of the Nirvash.

[Written by MAL Rewrite]",8.05,Bones,NULL,"Action, Adventure, Drama, Romance, Sci-Fi",50,24
22,Tsuki ga Michibiku Isekai Douchuu,"As part of a mysterious contract agreed upon by a goddess and his parents years ago, Makoto Misumi finds himself sent to another world to meet the goddess and become the hero. However, the deity deems Makoto to be ""hideous,"" refusing to even lay eyes upon him and revokes his heroic title. Disdainfully giving him the ability to understand all languages except the human language as compensation, the goddess drives Makoto off to the farthest edges of the wasteland, far from human civilization.

Due to the disparity between Earth and this new world, Makoto''s inherent physical and magical capabilities awaken, making him extremely powerful. He meets various demihumans and mythical beings who all end up being captivated with his characteristics and join Makoto in building a new community where all of them can peacefully coexist.

Nevertheless, despite this success, Makoto still yearns to meet fellow humans. In a world where the goddess herself has barred him from interacting with his kind, it is up to Makoto and his companions to fulfill his desire—and perhaps reform society along the way.

[Written by MAL Rewrite]",7.71,C2C,NULL,"Action, Adventure, Comedy, Fantasy",12,23
23,Pandora Hearts,"To young Oz Vessalius, heir to the Vessalius Duke House, the perilous world called the Abyss is nothing more than a folktale used to scare misbehaving children. However, when Oz''s coming-of-age ceremony is interrupted by the malicious Baskerville Clan intent on banishing him into the depths of the Abyss, the Vessalius heir realizes that his peaceful life of luxury is at its end. Now, he must confront the world of the Abyss and its dwellers, the monstrous ""Chains,"" which are both not quite as fake as he once believed.

Based on the supernatural fantasy manga of the same name, Pandora Hearts tells the story of fifteen-year-old Oz''s journey to discover the meaning behind the strange events that have overtaken his life. Assisted by a mysterious Chain named Alice, whose nickname is ""Bloodstained Black Rabbit,"" and members of a clandestine organization known as ""Pandora,"" Oz begins to realize his existence may have more meaning than he could have ever imagined.

[Written by MAL Rewrite]",7.65,Xebec,NULL,"Adventure, Fantasy, Mystery",25,24
24,Nanatsu no Taizai: Funnu no Shinpan,"After the Kingdom of Liones faces a new threat, the Seven Deadly Sins split up in order to defeat an enemy force spanning Britannia. With their members divided, they face 3 powerful foes, attempt to rescue the lost part of a dear friend, and begin their rescue of Elizabeth.

However, all is not quite as it seems. Along the way, the truth of what brought the end of the Holy War 3000 years ago is uncovered, causing old friends to come face to face against each other.

Nanatsu no Taizai: Funnu no Shinpan continues the adventure of the Seven Deadly Sins and their friends, and sees a great power released.",6.58,Studio Deen,NULL,"Action, Adventure, Fantasy",24,24
25,Bakemono no Ko,"Two souls, living very different lives, wander alone and isolated in their respective worlds. For nine-year-old Ren, the last person who treated him with any form of kindness has been killed, and he is shunned by what is left of his family. With no parents, no real family, and no place to go, Ren escapes into the confusing streets and alleyways of Shibuya. Through the twists and turns of the alleys, Ren stumbles into the intimidating Kumatetsu, who leads him to the beast realm of Shibuten.

For Kumatetsu, the boy represents a chance for him to become a candidate to replace the lord of the realm once he retires. While nearly unmatched in combat, Kumatetsu''s chilly persona leaves him with no disciples to teach and no way to prove he is worthy of becoming the lord''s successor. 

While the two share different goals, they agree to help each other in order to reach them. Kumatetsu searches for recognition; Ren, now known as Kyuuta, searches for the home he never had. As the years pass by, it starts to become apparent that the two are helping each other in more ways than they had originally thought. Perhaps there has always been less of a difference between them, a boy and a beast, than either of the two ever realized.

[Written by MAL Rewrite]",8.24,Studio Chizu,"Anthropomorphic, Isekai","Adventure, Fantasy",1,119
26,Tate no Yuusha no Nariagari Season 3,"After defeating the Spirit Tortoise, Naofumi has no time for rest. An attack from the next Guardian Beast is imminent, but the three other Cardinal Heroes have gone missing. So, Naofumi and his party set out to search for the legendary trio.

(Source: Crunchyroll)",7.12,Kinema Citrus,NULL,"Action, Adventure, Drama, Fantasy",12,23
27,Zero no Tsukaima F,"Saito Hiraga and Louise Françoise Le Blanc de La Vallière go on the offensive after the events of Zero no Tsukaima: Princesses no Rondo. Together, they face off against King Joseph in the Holy City of Romalia with the help of two others who control the power of the ""void."" But in the midst of the many conflicts ahead of them, an ancient evil begins to stir in the shadows. 

Will their close bonds blossom into something more or will they be shattered through the ever increasing difficulty of the tasks that they must undertake? Zero no Tsukaima F follows the story of Louise and Saito as they face their final challenges together.

[Written by MAL Rewrite]",7.43,J.C.Staff,"Harem, Isekai, School","Action, Adventure, Comedy, Fantasy, Romance, Ecchi",12,24
45,Seirei Gensouki,"When 20-year-old college student Haruto Amakawa dies in a traffic accident, he does not expect to wake up in an unfamiliar world in the body of a young boy named Rio. As their memories and personas fuse, Rio realizes that he now also possesses magical powers. He is relieved to find that his burning passion for revenge against his mother''s murderers has not subsided, despite his newly changed identity.

Not soon after, Rio comes across the kidnapped princess of the Bertram Kingdom and saves her without hesitation. To express his gratitude, the king grants him the opportunity to enroll in the Bertram Royal Academy. Believing this to be a new chapter in his life, he is excited to study at this prestigious academy, but life here proves to be difficult for him, a slum-dweller surrounded by the majestic children of nobles.

[Written by MAL Rewrite]",7.06,TMS Entertainment,"Harem, Isekai, Reincarnation","Action, Adventure, Fantasy, Romance",12,23
2923,Narara Wonder Gongju,(No synopsis yet.),,NULL,"Space, Super Power","Action, Adventure, Sci-Fi",1,67
28,Shingeki no Bahamut: Genesis,"Thousands of years ago, the ancient dragon Bahamut wrought havoc upon the land of Mistarcia, a world where both gods and demons live amongst mankind. Working together to prevent the world''s destruction, the rival deities barely managed to seal Bahamut, agreeing to split the key between them so that the dragon would remain eternally imprisoned.

With the world safe from the destruction of Bahamut, it is business as usual for bounty hunters like Favaro Leone. Living a laid-back, self-serving lifestyle, the amoral Favaro goes about his work while on the run from fellow bounty hunter Kaisar Lidfard, a righteous man who swears vengeance upon Favaro. However, Favaro''s carefree life is thrown into chaos when he meets Amira, a mysterious woman who holds half of the key to the world''s fragile peace.

Shingeki no Bahamut: Genesis tells the story of a group of unlikely heroes who find themselves caught in the middle of an epic clash between gods and demons, forced to carve their own path in the face of the imminent storm.

[Written by MAL Rewrite]",7.62,MAPPA,NULL,"Action, Adventure, Fantasy",12,24
29,Dragon Ball Super: Broly,"Forty-one years ago on Planet Vegeta, home of the infamous Saiyan warrior race, King Vegeta noticed a baby named Broly whose latent power exceeded that of his own son. Believing that Broly''s power would one day surpass that of his child, Vegeta, the king sends Broly to the desolate planet Vampa. Broly''s father Paragus follows after him, intent on rescuing his son. However, his ship gets damaged, causing the two to spend years trapped on the barren world, unaware of the salvation that would one day come from an unlikely ally.

Years later on Earth, Gokuu Son and Prince Vegeta—believed to be the last survivors of the Saiyan race—are busy training on a remote island. But their sparring is interrupted when the appearance of their old enemy Frieza drives them to search for the last of the wish-granting Dragon Balls on a frozen continent. Once there, Frieza shows off his new allies: Paragus and the now extremely powerful Broly. A legendary battle that shakes the foundation of the world ensues as Gokuu and Vegeta face off against Broly, a warrior without equal whose rage is just waiting to be unleashed.

[Written by MAL Rewrite]",8.17,Toei Animation,"Martial Arts, Super Power","Action, Adventure, Fantasy",1,100
30,Digimon Adventure,"When a group of seven children go to summer camp, the last thing that they expect is snow falling in July. In the confusion that follows this phenomenon, they each receive an odd device that transports them to another world. As soon as they wake up in this new world, they encounter strange creatures who call themselves ""Digimon."" The Digimon tell them that they''ve landed in the ""Digital World,"" far from home.

With only the Digimon and the ""Digivices"" as protection, the seven children set off to find their way home and learn the reason why they were brought here. Led by the impulsive Taichi Yagami and his hungry Digimon partner Agumon, this group will have to fight unknown evils as they discover more about this outlandish Digital World.

[Written by MAL Rewrite]",7.78,Toei Animation,NULL,"Action, Adventure, Comedy, Fantasy",54,24
31,Majo no Tabitabi,"Since childhood, Elaina has always been fascinated by the stories written within her favorite book, especially those about Nike, a renowned witch who had numerous great travels across the world. Wanting to experience the awe of adventure herself, Elaina strives to become a witch, and despite the numerous trials that come her way, she eventually succeeds.

Now a full-fledged witch, Elaina finally embarks on her long-awaited journey, in which she meets many people along the way, learning their various stories. Through all of this, she explores the world at its fullest—experiencing both its bright and dark sides—starting her legendary tale.

[Written by MAL Rewrite]",7.56,C2C,NULL,"Adventure, Fantasy",12,24
32,Golden Boy,"Kintarou Ooe is a specialist in part-time work, riding all over the highways and byways of Japan on his trusty steed, the Mikazuki 5, and finding employment wherever he can. His adventures bring him knowledge and experience that can''t be taught in a classroom, from political corruption to the delicacy of a young woman''s heart. With nothing but the open road before him—not to mention the many beautiful women along the way—Kintarou pursues his spirit of education while attempting to hold down his various odd jobs, however undignified they may be. As he learns from each task he takes on, who knows what could happen? He might even be able to save the world one day. One thing is for sure—this will all be very educational!

[Written by MAL Rewrite]",8.04,APPP,"Adult Cast, Gag Humor, Workplace","Adventure, Comedy, Ecchi",6,28
